utc,irradiance,qualityflags,irradiancetype
2021-05-09 07:05:29.383529,1361.8128134834164,65536,0
2021-05-09 07:06:19.382601,1361.8112450524081,65536,0
2021-05-09 07:07:09.381695,1361.812164206361,65600,0
2021-05-09 07:07:59.380808,1361.8211395082806,65600,0
2021-05-09 07:08:49.379875,1357.0611764698865,65616,0
2021-05-09 07:09:39.378970,1267.9222359953312,65618,0
2021-05-09 07:10:29.378060,950.8779301338776,65618,0
2021-05-09 07:11:19.377139,478.8239810750147,65618,0
2021-05-09 07:12:09.376225,144.60540253165274,65618,0
2021-05-09 07:12:59.375338,40.86141291873766,65618,0
2021-05-09 07:13:49.374418,31.923394753557563,65618,0
2021-05-09 07:14:39.373505,35.07098858903018,65618,0
2021-05-09 07:22:09.365369,-0.015486558785204961,268533776,2
2021-05-09 07:22:59.364510,-0.0185059539333775,2416017424,2
2021-05-09 07:23:49.363600,-0.022281364843494175,2416017424,2
2021-05-09 07:24:39.362720,-0.021800258134777373,2416017424,2
2021-05-09 07:25:29.361833,-0.016827018532986186,2416017424,2
2021-05-09 07:26:19.360943,-0.01239233750763278,2416017424,2
2021-05-09 07:27:09.360056,-0.011677155545844514,2416017424,2
2021-05-09 07:27:59.359179,-0.012290133982537442,2416017424,2
2021-05-09 07:28:49.358292,-0.011856663804391548,2416017424,2
2021-05-09 07:29:39.357399,-0.012425668961459316,2416017424,2
